GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math3.analysis.differentiation,DerivativeStructure.DataTransferObject,0,22,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.differentiation,JacobianFunction,0,82,0,6,0,15,0,5,0,2
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,SubLimitAngle,0,59,0,6,0,9,0,9,0,6
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,S1Point,3,89,2,8,1,24,2,14,0,11
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,LimitAngle,4,75,1,5,1,15,2,12,1,10
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,Sphere1D.LazyHolder,3,6,0,0,1,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,Sphere1D,0,13,0,0,0,6,0,5,0,5
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,ArcsSet.InconsistentStateAt2PiWrapping,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,ArcsSet.SubArcsIterator,4,176,2,24,1,38,2,16,0,5
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,ArcsSet.Split,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,ArcsSet,111,1152,17,123,17,235,14,86,0,30
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,Arc,3,132,0,16,1,23,1,14,1,6
Apache Commons Math,org.apache.commons.math3.geometry.spherical.oned,Sphere1D.NoSubSpaceException,0,11,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateOptimizer,0,56,0,6,0,15,0,8,0,5
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,LineSearch.new UnivariateFunction() {...},0,49,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,GoalType,9,29,0,0,0,3,2,2,2,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultiStartMultivariateOptimizer.new Comparator() {...},11,31,5,3,2,7,4,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,ObjectiveFunctionGradient,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter,21,165,2,16,2,26,2,11,0,4
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,LineSearch,0,88,0,0,0,14,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionPenaltyAdapter,29,159,3,17,3,26,3,9,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.LowerUpperBoundMapper,0,27,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.LowerBoundMapper,0,18,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.NoBoundsMapper,0,7,0,0,0,3,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,GradientMultivariateOptimizer,0,42,1,3,0,10,1,5,0,4
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.UpperBoundMapper,0,20,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultiStartMultivariateOptimizer,0,41,0,0,0,11,0,5,0,5
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,LeastSquaresConverter,25,175,3,15,3,35,3,10,0,4
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,ObjectiveFunction,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,SubHyperplane.SplitSubHyperplane,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,Side,5,53,0,0,0,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.IntersectionMerger,0,23,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,BoundaryProjection,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,BSPTree.new Object() {...},9,63,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,BSPTree,61,858,11,78,16,193,11,62,1,24
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,BoundarySizeVisitor,0,39,0,4,0,13,0,7,0,5
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion,39,740,17,113,7,163,19,79,2,28
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,BoundaryProjector,2,216,4,26,0,51,4,20,0,9
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.new Object() {...},3,23,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.new Comparator() {...},0,25,0,4,0,4,0,4,0,2
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.new BSPTreeVisitor() {...},0,25,1,3,0,7,1,5,0,4
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.BoundaryBuilder,4,195,5,23,1,40,5,15,0,5
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.UnionMerger,0,23,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.XorMerger,0,24,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractSubHyperplane,9,131,2,6,0,29,2,11,0,9
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory,2,215,2,16,1,43,2,15,0,8
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,BoundaryAttribute,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.DifferenceMerger,0,38,0,6,0,9,0,5,0,2
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,Region.Location,9,39,0,0,0,4,2,2,2,2
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.NodesCleaner,0,13,0,0,0,5,0,4,0,4
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,BSPTreeVisitor.Order,5,73,0,0,0,7,1,3,1,3
Apache Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.Sides,0,23,0,0,0,10,0,5,0,5
Apache Commons Math,org.apache.commons.math3.ode.sampling,DummyStepHandler,9,0,0,0,6,0,5,0,5,0
Apache Commons Math,org.apache.commons.math3.ode.sampling,AbstractStepInterpolator,92,651,9,25,15,171,10,33,1,25
Apache Commons Math,org.apache.commons.math3.ode.sampling,StepNormalizer,19,268,1,33,5,59,3,23,2,7
Apache Commons Math,org.apache.commons.math3.ode.sampling,StepNormalizerBounds,9,69,0,0,0,11,2,4,2,4
Apache Commons Math,org.apache.commons.math3.ode.sampling,NordsieckStepInterpolator,27,386,11,27,7,80,12,17,1,9
Apache Commons Math,org.apache.commons.math3.ode.sampling,DummyStepHandler.LazyHolder,9,0,0,0,2,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.ode.sampling,StepNormalizerMode,9,29,0,0,0,3,2,2,2,2
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Line.LineTransform,7,229,1,1,1,31,1,4,0,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,SubLine,6,371,0,34,2,59,1,26,1,9
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Line,94,459,3,13,23,67,8,34,6,28
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Vector2DFormat,18,82,1,3,5,18,3,8,2,7
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Euclidean2D.LazyHolder,3,6,0,0,1,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,DiskGenerator,0,297,0,6,0,33,0,6,0,3
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.new Object() {...},2,17,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Euclidean2D,0,11,0,0,0,6,0,5,0,5
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.Edge,0,76,0,0,0,21,0,7,0,7
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.SegmentsBuilder,4,105,2,10,0,25,2,10,0,6
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.Vertex,0,79,0,6,0,24,0,11,0,8
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet,196,824,24,99,37,172,23,55,4,12
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.ComparableSegment,49,58,7,1,7,8,6,3,2,3
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Vector2D,388,278,19,15,53,53,36,21,23,17
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Segment,14,97,2,2,3,16,2,5,0,5
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.twod,NestedLoops,280,0,28,0,62,0,20,0,6,0
Apache Commons Math,org.apache.commons.math3.stat.descriptive,MultivariateSummaryStatistics,0,742,8,36,0,145,8,50,0,36
Apache Commons Math,org.apache.commons.math3.stat.descriptive,AggregateSummaryStatistics.AggregatingSummaryStatistics,41,22,8,0,8,8,6,2,2,2
Apache Commons Math,org.apache.commons.math3.stat.descriptive,SynchronizedDescriptiveStatistics,16,73,0,0,3,28,1,14,1,14
Apache Commons Math,org.apache.commons.math3.stat.descriptive,DescriptiveStatistics,157,681,3,19,22,139,4,57,2,48
Apache Commons Math,org.apache.commons.math3.stat.descriptive,AbstractStorelessUnivariateStatistic,7,111,2,16,1,24,2,14,0,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive,AbstractUnivariateStatistic,76,52,11,1,14,10,9,8,3,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive,SynchronizedSummaryStatistics,85,71,0,0,30,28,14,22,14,22
Apache Commons Math,org.apache.commons.math3.stat.descriptive,SummaryStatistics,95,832,18,40,28,164,27,41,9,30
Apache Commons Math,org.apache.commons.math3.stat.descriptive,AggregateSummaryStatistics,135,259,9,15,26,54,14,15,5,12
Apache Commons Math,org.apache.commons.math3.stat.descriptive,StatisticalSummaryValues,0,225,5,11,0,45,5,14,0,11
Apache Commons Math,org.apache.commons.math3.stat.descriptive,SynchronizedMultivariateSummaryStatistics,0,104,0,0,0,41,0,31,0,31
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,SimplexOptimizer,4,151,3,19,1,36,3,14,0,6
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,NelderMeadSimplex,10,408,1,31,3,82,2,23,1,8
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.DoubleIndex,36,15,6,0,7,5,5,2,2,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,BOBYQAOptimizer.PathIsExploredException,12,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,MultiDirectionalSimplex,7,173,0,8,2,42,1,13,1,9
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.ValuePenaltyPair,0,9,0,0,0,4,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,PowellOptimizer,22,402,4,32,3,89,4,22,0,8
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.PopulationSize,6,11,1,1,1,5,1,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,BOBYQAOptimizer,922,5971,105,519,157,1027,90,243,1,12
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,AbstractSimplex,98,379,13,41,14,75,14,27,1,13
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.FitnessFunction,43,143,7,15,9,27,5,11,1,4
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.Sigma,0,35,0,4,0,7,0,4,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,SimplexOptimizer.new MultivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,SimplexOptimizer.new Comparator() {...},0,30,0,2,0,4,0,3,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer,201,2434,36,182,36,377,32,117,5,35
Apache Commons Math,org.apache.commons.math3.optimization.general,AbstractLeastSquaresOptimizer,69,405,2,20,15,71,7,26,5,17
Apache Commons Math,org.apache.commons.math3.optimization.general,NonLinearConjugateGradientOptimizer.LineSearchFunction,0,63,0,4,0,11,0,4,0,2
Apache Commons Math,org.apache.commons.math3.optimization.general,LevenbergMarquardtOptimizer,92,2060,21,181,15,360,18,93,0,10
Apache Commons Math,org.apache.commons.math3.optimization.general,NonLinearConjugateGradientOptimizer,31,335,7,27,8,65,8,16,2,5
Apache Commons Math,org.apache.commons.math3.optimization.general,AbstractDifferentiableOptimizer,37,0,0,0,6,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.optimization.general,NonLinearConjugateGradientOptimizer.IdentityPreconditioner,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization.general,AbstractScalarDifferentiableOptimizer,3,28,0,0,1,7,1,4,1,4
Apache Commons Math,org.apache.commons.math3.optimization.general,ConjugateGradientFormula,9,29,0,0,0,4,2,2,2,2
Apache Commons Math,org.apache.commons.math3.optimization.general,GaussNewtonOptimizer,24,232,3,19,6,56,5,11,2,3
Apache Commons Math,org.apache.commons.math3.geometry.enclosing,EnclosingBall,0,55,0,4,0,11,0,9,0,7
Apache Commons Math,org.apache.commons.math3.geometry.enclosing,WelzlEncloser,4,207,1,19,1,45,1,14,0,5
Apache Commons Math,org.apache.commons.math3.optim,MaxIter,11,11,1,1,2,5,2,2,1,2
Apache Commons Math,org.apache.commons.math3.optim,BaseMultivariateOptimizer,10,174,2,28,1,36,2,20,0,7
Apache Commons Math,org.apache.commons.math3.optim,BaseOptimizer,13,104,0,6,4,27,2,13,2,10
Apache Commons Math,org.apache.commons.math3.optim,BaseOptimizer.MaxIterCallback,0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim,AbstractOptimizationProblem.MaxEvalCallback,0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim,BaseOptimizer.MaxEvalCallback,0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim,PointVectorValuePair,6,66,3,9,0,13,3,10,0,7
Apache Commons Math,org.apache.commons.math3.optim,SimpleVectorValueChecker,0,83,0,12,0,21,0,9,0,3
Apache Commons Math,org.apache.commons.math3.optim,MaxEval,11,11,1,1,2,5,2,2,1,2
Apache Commons Math,org.apache.commons.math3.optim,PointValuePair,4,45,2,4,0,10,2,6,0,5
Apache Commons Math,org.apache.commons.math3.optim,AbstractOptimizationProblem.MaxIterCallback,0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim,SimpleValueChecker,0,71,1,9,0,16,1,7,0,3
Apache Commons Math,org.apache.commons.math3.optim,PointValuePair.DataTransferObject,0,20,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim,AbstractConvergenceChecker,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim,PointVectorValuePair.DataTransferObject,0,22,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim,AbstractOptimizationProblem,0,40,0,0,0,10,0,5,0,5
Apache Commons Math,org.apache.commons.math3.optim,SimplePointChecker,0,85,2,10,0,21,2,7,0,3
Apache Commons Math,org.apache.commons.math3.optim,InitialGuess,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim,SimpleBounds,0,41,0,0,0,11,0,4,0,4
Apache Commons Math,org.apache.commons.math3.optim,BaseMultiStartMultivariateOptimizer,14,219,4,30,3,51,4,17,0,4
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BaseSecantSolver,12,262,3,45,3,65,3,33,0,7
Apache Commons Math,org.apache.commons.math3.analysis.solvers,AbstractDifferentiableUnivariateSolver,6,23,0,0,2,7,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BrentSolver,6,344,1,39,2,83,2,24,1,5
Apache Commons Math,org.apache.commons.math3.analysis.solvers,NewtonRaphsonSolver,0,54,0,2,0,14,0,5,0,4
Apache Commons Math,org.apache.commons.math3.analysis.solvers,LaguerreSolver.ComplexSolver,43,303,9,21,7,59,8,11,0,4
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BracketingNthOrderBrentSolver.new Object() {...},5,35,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.analysis.solvers,SecantSolver,11,93,1,9,5,26,3,6,2,2
Apache Commons Math,org.apache.commons.math3.analysis.solvers,MullerSolver2,19,238,5,15,6,49,6,8,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,RiddersSolver,13,166,4,12,6,46,5,7,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,AbstractUnivariateDifferentiableSolver,6,28,0,0,2,7,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BracketingNthOrderBrentSolver,4,662,1,65,1,131,1,43,0,9
Apache Commons Math,org.apache.commons.math3.analysis.solvers,AbstractUnivariateSolver,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BaseSecantSolver.new Object() {...},8,57,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.analysis.solvers,IllinoisSolver,18,5,0,0,6,2,3,1,3,1
Apache Commons Math,org.apache.commons.math3.analysis.solvers,AbstractPolynomialSolver,11,19,0,0,4,6,2,3,2,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,UnivariateSolverUtils,133,354,21,47,29,72,16,31,2,11
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BisectionSolver,5,57,0,4,2,17,1,5,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BaseAbstractUnivariateSolver,4,150,0,0,1,44,1,21,1,21
Apache Commons Math,org.apache.commons.math3.analysis.solvers,LaguerreSolver,85,144,8,8,16,28,9,7,3,5
Apache Commons Math,org.apache.commons.math3.analysis.solvers,BaseSecantSolver.Method,5,43,0,0,0,4,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,AllowedSolution,5,63,0,0,0,6,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,NewtonSolver,0,46,0,2,0,12,0,5,0,4
Apache Commons Math,org.apache.commons.math3.analysis.solvers,PegasusSolver,5,18,0,0,2,6,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.solvers,MullerSolver,11,320,5,31,5,59,6,17,1,4
Apache Commons Math,org.apache.commons.math3.analysis.solvers,RegulaFalsiSolver,18,5,0,0,6,2,3,1,3,1
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,Weight,20,13,2,0,6,4,2,2,1,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,MultivariateVectorOptimizer,0,96,0,10,0,25,0,13,0,8
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,Target,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,JacobianMultivariateVectorOptimizer,0,42,0,4,0,10,0,6,0,4
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,ModelFunction,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,ModelFunctionJacobian,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,MultiStartMultivariateVectorOptimizer,0,41,0,0,0,11,0,5,0,5
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.vector,MultiStartMultivariateVectorOptimizer.new Comparator() {...},8,53,4,2,2,10,3,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.univariate,UnivariatePointValuePair,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.univariate,SearchInterval,19,43,3,3,2,12,3,5,0,5
Apache Commons Math,org.apache.commons.math3.optim.univariate,BracketFinder,44,360,10,36,9,84,13,22,5,7
Apache Commons Math,org.apache.commons.math3.optim.univariate,MultiStartUnivariateOptimizer.new Comparator() {...},6,33,3,5,1,8,3,3,0,2
Apache Commons Math,org.apache.commons.math3.optim.univariate,UnivariateOptimizer,0,84,0,8,0,24,0,12,0,8
Apache Commons Math,org.apache.commons.math3.optim.univariate,MultiStartUnivariateOptimizer,13,213,2,18,2,49,2,14,0,6
Apache Commons Math,org.apache.commons.math3.optim.univariate,BrentOptimizer,23,470,5,69,6,116,5,37,0,5
Apache Commons Math,org.apache.commons.math3.optim.univariate,UnivariateObjectiveFunction,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.univariate,SimpleUnivariateValueChecker,0,67,1,9,0,16,1,7,0,3
Apache Commons Math,org.apache.commons.math3.ml.distance,ChebyshevDistance,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ml.distance,EarthMoversDistance,0,34,0,2,0,8,0,3,0,2
Apache Commons Math,org.apache.commons.math3.ml.distance,EuclideanDistance,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ml.distance,ManhattanDistance,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ml.distance,CanberraDistance,0,50,0,6,0,7,0,5,0,2
Apache Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,8,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,8,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,14,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,13,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.events,Transformer,5,63,0,0,0,6,1,3,1,3
Apache Commons Math,org.apache.commons.math3.ode.events,FilterType,9,29,0,0,0,3,2,2,2,2
Apache Commons Math,org.apache.commons.math3.ode.events,EventFilter,24,237,2,20,4,42,3,13,1,4
Apache Commons Math,org.apache.commons.math3.ode.events,FilterType.new Object() {...},5,35,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ode.events,FilterType.new FilterType() {...},8,112,2,36,2,39,2,24,0,3
Apache Commons Math,org.apache.commons.math3.ode.events,FilterType.new FilterType() {...},8,112,2,36,2,39,2,24,0,3
Apache Commons Math,org.apache.commons.math3.ode.events,EventState,65,513,16,52,8,102,16,31,3,10
Apache Commons Math,org.apache.commons.math3.ode.events,EventState.new UnivariateFunction() {...},6,24,0,0,2,3,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.events,EventHandler.Action,9,49,0,0,0,5,2,2,2,2
Apache Commons Math,org.apache.commons.math3.ode.events,EventState.LocalMaxCountExceededException,9,0,0,0,4,0,2,0,2,0
